
21, 0.699925, 51, 1.432623, 31, 0.911753, 
41, 1.184846, 11, 0.348869, 31, 1.056745, 
31, 1.246585, 21, 1.038667, 81, 2.989259, 
31, 1.157430, 11, 0.464907, 61, 2.365458, 
41, 1.491881, 1, 0.088892, 161, 4.968881, 
31, 1.018600, 11, 0.369907, 71, 2.158568, 
191, 5.279104, 1, 0.086071, 1, 0.090531, 
141, 4.249180, 1, 0.085227, 200, 5.332165, 
51, 1.438323, 11, 0.380812, 1, 0.088638, 
1, 0.083486, 1, 0.090349, 71, 1.922793, 
