
1, 0.105776, 1, 0.097956, 11, 0.527588, 
11, 0.558360, 11, 0.531335, 11, 0.543603, 
11, 0.584441, 11, 0.526403, 11, 0.558001, 
51, 1.532573, 31, 0.922670, 31, 0.869762, 
91, 2.458649, 11, 0.352178, 51, 1.396326, 
1, 0.095382, 1, 0.083247, 31, 0.869418, 
61, 1.698322, 1, 0.087607, 181, 4.760383, 
21, 0.624289, 1, 0.085077, 21, 0.590703, 
